¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤G¸ô121~150¸¹,5.87,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950828,15.06,1,1,1,¦³,¦³,570000,37849,,0.0,0,,RPSNMLRKLHKFFBQ66CA
ªF¥Û¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤ªF¥Û¶m?´ä121~150¸¹,53.76,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0840822,89.24,4,2,2,¦³,µL,929288,10413,,0.0,0,¿Ë¤ÍÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLSKLHKFFBQ07CA
¦µ¤l¥«,¤g¦a,¤j¼w¿³¬q931~960¦a¸¹,162.97,¤u,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1564380,9599,,0.0,0,¿ËÄÝÃö«Y,RPWNMLKMLHKFFBQ56CA
¦µ¤l¥«,¤g¦a,¤j¼w¿³¬q901~930¦a¸¹,255.86,¤u,,,10402,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,110764,433,,0.0,0,¿ËÄÝÃö«Y,RPXNMLKMLHKFFBQ66CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤@¸ô1~30¸¹,300.24,¦í,,,10312,¤g¦a8«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031024,294.25,4,2,5,¦³,¦³,17600000,59813,,0.0,0,,RPTNMLMJMHKFFBQ88CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤@¸ô1~30¸¹,238.67,¦í,,,10312,¤g¦a7«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031024,294.25,4,2,5,¦³,¦³,15500000,52676,,0.0,0,,RPQNMLKKMHKFFBQ48CA
·s´ä¶m,¤g¦a,°ñÀY¬q¦@©M¤p¬q271~300¦a¸¹,2052.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2667600,1300,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ¤T¿Ëµ¥¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPRNMLSKLHKFFCQ76CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mª÷¿³§ø©¾¸q¸ô91~120¸¹,99.13,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830107,204.42,5,3,4,¦³,µL,4150000,20301,,0.0,0,,RPPNMLLLLHKFFCQ58CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m®c«e§ø¹Å¥Á¸ô271~300¸¹,109.55,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040120,216.0,4,2,3,¦³,µL,11000000,50926,,0.0,0,,RPPNMLPLLHKFFCQ98CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m®c«e§ø¹Å¥Á¸ô287«Ñ1~30¸¹,113.45,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040120,185.62,4,2,3,¦³,µL,7980000,42991,,0.0,0,,RPQNMLPLLHKFFCQ09CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m®c«e§ø¹Å¥Á¸ô287«Ñ1~30¸¹,108.7,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040120,182.02,4,2,3,¦³,µL,8200000,45050,,0.0,0,,RPRNMLPLLHKFFCQ56CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m®c«e§ø¹Å¥Á¸ô287«Ñ1~30¸¹,111.58,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040120,185.13,4,2,3,¦³,µL,8000000,43213,,0.0,0,,RPSNMLPLLHKFFCQ66CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mª÷¿³§ø17¾F¶°ºÖµó20«Ñ31~60¸¹,108.56,¦í,,,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700710,100.33,3,2,2,¦³,µL,2300000,22924,,0.0,0,,RPVNMLRJMHKFFCQ07CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂíª÷¿³§ø21¾F©¾¸qµó61~90¸¹,81.69,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831029,188.31,4,2,3,¦³,µL,3000000,15931,,0.0,0,,RPSNMLOKMHKFFCQ56CA
¤¤®H¶m,¤g¦a,ú[ú]¬q211~240¦a¸¹,427.0,,¤s©Y¦a«O¨|°Ï,¼È¥¼½s©w,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,468,,0.0,0,,RPWNMLKLLHKFFDQ66CA
¤Ó«O¥«,¤g¦a,«n¯]¬q61~90¦a¸¹,727.66,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10312,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6600000,9070,,0.0,0,,RPPNMLMLLHKFFDQ78CA
³À¯ó¶m,¤g¦a,¤T¨¤¤l¬q¤T¨¤¤p¬q601~630¦a¸¹,2684.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2350000,876,,0.0,0,,RPWNMLPLLHKFFDQ17CA
¤¤®H¶m,¤g¦a,¤ý·Ý¬q121~150¦a¸¹,2716.6,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8217700,3025,,0.0,0,,RPRNMLLMLHKFFDQ98CA
¦Ë±T¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¦Ë±T¶mÆW¾ô§ø1~30¸¹,77.14,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a2«Øª«1¨®¦ì1,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031222,174.72,4,2,3,¦³,µL,6260000,35829,¤@¼Ó¥­­±,0.0,0,,RPXNMLKMLHKFFEQ96CA
±ö¤s¶m,¤g¦a,Às²´ªL¬q61~90¦a¸¹,7446.5,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1936090,260,,0.0,0,,RPPNMLLMLHKFFEQ88CA
¸q¦Ë¶m,¤g¦a,ÀY¦Ë³ò¬q¦Ë³ò¤p¬q901~930¦a¸¹,850.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,1176,,0.0,0,,RPVNMLRKLHKFFBQ07DA
¦Ë±T¶m,¤g¦a,©M¥­¬q781~810¦a¸¹,744.76,¹A,,,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11715074,15730,,0.0,0,¥»¥ó¶R½æ¤º§t¥¼«O¦s«Øª«,RPUNMLKLLHKFFEQ66DA
·Ë¤f¶m,¤g¦a,±[§À¬q¬ü¥_¤p¬q691~720¦a¸¹,2050.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1537500,750,,0.0,0,,RPQNMLSKLHKFFCQ86EA
µf¸ô¶m,¤g¦a,¤ºÂ|¬q211~240¦a¸¹,1437.0,¹A,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1950000,1357,,0.0,0,,RPRNMLTKLHKFFEQ27EA
ªü¨½¤s¶m,¤g¦a,·s¬ü¬q241~270¦a¸¹,5153.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,58,,0.0,0,,RPRNMLNLLHKFFEQ76EA
¸q¦Ë¶m,¤g¦a,¨¤±a³ò¬q±a³ò¤p¬q331~360¦a¸¹,2398.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1470000,613,,0.0,0,,RPQNMLRKLHKFFBQ56DA
±ö¤s¶m,¤g¦a,±ö¥_¬q1891~1920¦a¸¹,137.0,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2200000,16058,,0.0,0,,RPUNMLNLLHKFFEQ86CA
±ö¤s¶m,¤g¦a,Âù·Ë¬q181~210¦a¸¹,2284.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,776560,340,,0.0,0,¿Ë¤Í¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLNLLHKFFEQ09CA
¦Ë±T¶m,¤g¦a,¤º®H¬q181~210¦a¸¹,2554.41,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4500000,1762,,0.0,0,,RPQNMLTKLHKFFEQ96CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]¦w¤¯¨½²»©M¤@¸ôªF¬q1~30¸¹,47.04,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h,9,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850207,159.93,3,2,3,¦³,¦³,4010000,25073,,0.0,0,,RPTNMLKMLHKFFDQ09CA
¤ô¤W¶m,¤g¦a,¤j±[¬q­«¹º¤p¬q571~600¦a¸¹,1838.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,1251,,0.0,0,,RPSNMLSKLHKFFDQ96CA
¤¤®H¶m,¤g¦a,ÆW¼æ¤l¬q1~30¦a¸¹,14653.72,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10312,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,143,,0.0,0,,RPPNMLKLLHKFFDQ58CA
¤¤®H¶m,¤g¦a,ÆW¼æ¤l¬q31~60¦a¸¹,12789.28,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,164,,0.0,0,,RPRNMLKLLHKFFDQ78CA
¥Á¶¯¶m,¤g¦a,Â×¦¬¬q571~600¦a¸¹,5580.78,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14733000,2640,,0.0,0,,RPSNMLNLLHKFFCQ09CA
¥Á¶¯¶m,¤g¦a,Â×¦¬¬q571~600¦a¸¹,7025.7,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,18548000,2640,,0.0,0,,RPUNMLNLLHKFFCQ66CA
¥Á¶¯¶m,¤g¦a,ªF´ò¬q1951~1980¦a¸¹,3037.18,¨ä¥L,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8728096,2874,,0.0,0,,RPQNMLKLLHKFFCQ58CA
·Ë¤f¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·Ë¤f¶m©W³»§ø3¾F¤U©W1~30¸¹,93.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831102,136.04,3,2,3,¦³,µL,2600000,19112,,0.0,0,,RPSNMLLJMHKFFCQ78CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«·s¦NÉÜ1~30¸¹,142.04,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0780313,179.37,3,2,2,¦³,µL,3500000,19513,,0.0,0,,RPPNMLTKLHKFFBQ56CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m¤T¶¡§ø¤T¶¡­í61~90¸¹,99.02,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030815,176.56,5,2,3,¦³,µL,4850000,27469,,0.0,0,,RPTNMLLMLHKFFCQ09CA
¤Ó«O¥«,¤g¦a,®H¤ß¬q®H¤ß¤p¬q241~270¦a¸¹,2602.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4600000,1768,,0.0,0,,RPPNMLTKLHKFFDQ76CA
¤¤®H¶m,¤g¦a,íB¥JªL¬q31~60¦a¸¹,3198.34,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4200000,1313,,0.0,0,,RPQNMLTKLHKFFDQ86CA
¤¤®H¶m,¤g¦a,¦ËÀY±T¬q31~60¦a¸¹,1000.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100000,100,,0.0,0,¦ì¸m°¾»÷¡AµL¹ï¥~Ápµ¸¹D¸ô¡AÄé¤ìÂO¥Í¡C,RPRNMLTKLHKFFDQ96CA
¤Ó«O¥«,¤g¦a,·s°ñ¬q·s°ñ¤p¬q1471~1500¦a¸¹,411.33,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1018289,2476,,0.0,0,,RPSNMLTKLHKFFDQ07CA
¥Á¶¯¶m,¤g¦a,¥Á¶¯¬q811~840¦a¸¹,647.0,¨ä¥L,,,10401,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6505700,10055,,0.0,0,,RPVNMLTJMHKFFCQ27CA
¤ô¤W¶m,¤g¦a,¬h¶m¬q421~450¦a¸¹,1329.05,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,1204,,0.0,0,,RPTNMLRLLHKFFDQ07CA
¤¤®H¶m,¤g¦a,¥ÛŽö¬q241~270¦a¸¹,1000.0,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,85000,85,,0.0,0,¦ì¸m°¾»÷¡AµL¹ï¥~Ápµ¸¹D¸ô¡AÄé¤ìÂO¥Í¡C,RPXNMLKLLHKFFDQ76CA
µf¸ô¶m,¤g¦a,µf¸ô¬q61~90¦a¸¹,1000.0,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,86000,86,,0.0,0,,RPPNMLKLLHKFFEQ68CA
µf¸ô¶m,¤g¦a,µf¸ô¬q61~90¦a¸¹,1000.0,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100000,100,,0.0,0,,RPQNMLKLLHKFFEQ78CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]«á¼æ¨½«á¼æ211~240¸¹,57.58,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821229,83.07,2,1,2,¦³,µL,1300000,15649,,0.0,0,,RPSNMLOKMHKFFDQ66CA
µf¸ô¶m,¤g¦a,¤½¥Ð¬q31~60¦a¸¹,40.0,,´ËªL°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,380000,9500,,0.0,0,,RPPNMLPLLHKFFEQ56CA
³À¯ó¶m,¤g¦a,¦Ë¤lŽñ¬q91~120¦a¸¹,43.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,130000,3023,,0.0,0,,RPQNMLKLLHKFFDQ78DA
³À¯ó¶m,¤g¦a,¦Ë¤lŽñ¬q91~120¦a¸¹,176.17,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,2838,,0.0,0,,RPSNMLKLLHKFFDQ98DA
¤Ó«O¥«,¤g¦a,Às¼æ¬q601~630¦a¸¹,141.97,¦í,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1110000,7819,,0.0,0,,RPRNMLOLLHKFFDQ66DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³»´ä¤láY31~60¸¹,7.73,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940815,13.6,1,1,1,¦³,µL,390000,28676,,0.0,0,,RPSNMLOLLHKFFDQ76DA
¤jªLÂí,¤g¦a,¤¤ªL¬q181~210¦a¸¹,749.65,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,1067,,0.0,0,,RPPPMLRJMHKFFCQ86EA
·Ë¤f¶m,¤g¦a,´å­í¬q´åªF¤p¬q961~990¦a¸¹,3450.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5865000,1700,,0.0,0,,RPPNMLKLLHKFFCQ68EA
¥Á¶¯¶m,¤g¦a,¥@¿³¬q841~870¦a¸¹,927.92,¦í,,,10403,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15650000,16866,,0.0,0,,RPSNMLKLLHKFFCQ98EA
¦Ë±T¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦Ë±T¶mª@¥­§ø7¾F³»®H91~120¸¹,65.94,,¤@¯ë¹A·~°Ï,¤þºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0680725,92.05,3,1,2,¦³,µL,1680000,18251,,0.0,0,,RPTNMLNLLHKFFEQ96EA
¦Ë±T¶m,¤g¦a,©M¥­¬q421~450¦a¸¹,67.09,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,7453,,0.0,0,,RPRNMLPLLHKFFEQ96EA
¤¤®H¶m,¤g¦a,¶©®¦¬q31~60¦a¸¹,170.2,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,510000,2996,,0.0,0,,RPTNMLNLLHKFFDQ76DA
¥Á¶¯¶m,¤g¦a,Âù´©¬q331~360¦a¸¹,203.65,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,550000,2701,,0.0,0,,RPPNMLKMLHKFFCQ68DA
¤»¸}¶m,¤g¦a,¦Ë¤l¸}¬q¦Ë¹Å¤p¬q1321~1350¦a¸¹,1653.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,363,,0.0,0,§t«Øª«¥¼¿ì«O¦sµn°O¨ü¶ÅÅv¶Å°È¼vÅT©Î¶Å°È©èÀv¤§¥æ©ö¡C,RPQNMLKLLHKFFBQ58DA
ªF¥Û¶m,¤g¦a,®ß¤l±[¬q¦è±[¤p¬q1~30¦a¸¹,84.0,,¤@¯ë¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,478800,5700,,0.0,0,Åv§Q¤H¦@2¤H¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLKLLHKFFBQ88DA
¸q¦Ë¶m,¤g¦a,¤û¸Y©³¬q·s´I¤p¬q301~330¦a¸¹,41.58,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,150000,3608,,0.0,0,,RPPNMLNLLHKFFBQ78DA
¦Ë±T¶m,¤g¦a,¼Ì¾ð©W¬q1561~1590¦a¸¹,1586.12,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,348945,220,,0.0,0,,RPQNMLPLLHKFFEQ66CA
