¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,5320000,31422,,0.0,0,,RPQOMLTLLHKFFDQ07CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,121.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,178.14,4,2,3,¦³,µL,4800000,26945,,0.0,0,,RPROMLTLLHKFFDQ17CA
¤¤®H¶m,¤g¦a,¥ÛŽö¬q1~30¦a¸¹,12554.0,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,687000,55,,0.0,0,,RPQNMLKMLHKFFDQ78CA
¤jªLÂí,¤g¦a,·s¤j®H¬ü¬q2611~2640¦a¸¹,4.8,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,74800,15583,,0.0,0,,RPQNMLQJMHKFFCQ09CA
¥Á¶¯¶m,¤g¦a,ªQ¤l¸}¬q151~180¦a¸¹,3243.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4997497,1541,,0.0,0,,RPRNMLQJMHKFFCQ56CA
¥Á¶¯¶m,¤g¦a,ªQ¤l¸}¬q151~180¦a¸¹,2792.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4302503,1541,,0.0,0,,RPSNMLQJMHKFFCQ66CA
µf¸ô¶m,¤g¦a,¤ºÂ|¬q541~570¦a¸¹,456.0,¹A,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1960000,4298,,0.0,0,,RPPNMLQLLHKFFEQ66CA
µf¸ô¶m,¤g¦a,¤ºÂ|¬q91~120¦a¸¹,943.21,¨ä¥L,,,10310,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,1696,,0.0,0,,RPPNMLRLLHKFFEQ76CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]ªF¶Õ¨½«H¸q¤G¸ô151~180¸¹,269.47,¦í,,,10402,¤g¦a8«Øª«3¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960929,272.32,6,3,4,¦³,¦³,10800000,39659,,0.0,0,,RPUNMLKKMHKFFDQ09CA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m¤¤µØ¸ô841~870¸¹,89.28,¦í,,,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970516,262.22,5,2,4,¦³,µL,7500000,28602,,0.0,0,,RPQNMLPLLHKFFDQ66DA
¤ô¤W¶m,¤g¦a,¤Q¤@«ü­í¬q¶¶¿³¤p¬q181~210¦a¸¹,4870.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5000000,1027,,0.0,0,,RPRNMLPLLHKFFDQ76DA
¤ô¤W¶m,¤g¦a,¤T¬É®H¬q241~270¦a¸¹,3862.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2900000,751,,0.0,0,,RPSNMLPLLHKFFDQ86DA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¥Á¥Í§ø25¾F¦Û±jµó31~60¸¹,202.7,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a3«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0720601,106.64,4,2,2,¦³,µL,3100000,29070,,0.0,0,,RPPNMLQLLHKFFDQ66DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]«á¼æ¨½«á¼æ421~450¸¹,134.01,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940127,166.97,3,3,2,¦³,µL,4300000,25753,,0.0,0,,RPXNMLQLLHKFFDQ47DA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¦µ¤l¤T¸ô91~120¸¹,11.06,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,4,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910423,26.05,1,1,1,¦³,µL,800000,30710,,0.0,0,,RPPNMLKLMHKFFBQ58DA
ªF¥Û¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤ªF¥Û¶m°ÆÃu31~60¸¹,69.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0731130,112.51,4,2,2,¦³,µL,800000,7110,,0.0,0,,RPRNMLQLLHKFFBQ66DA
¥¬³UÂí,¤g¦a,¦Ò¸Õ¼æ¬q³À¼d¤p¬q451~480¦a¸¹,4100.23,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,512,,0.0,0,,RPQNMLRLLHKFFBQ66DA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤ô¤W§ø¤K¼wµó1~30¸¹,95.07,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0710910,97.0,3,2,2,¦³,µL,2500000,25773,,0.0,0,,RPUNMLTJMHKFFDQ37DA
¤jªLÂí,¤g¦a,ªFªL¬q781~810¦a¸¹,98.13,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2420000,24661,,0.0,0,,RPXNMLKMLHKFFCQ96EA
¤jªLÂí,¤g¦a,ªFªL¬q781~810¦a¸¹,98.6,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2420000,24544,,0.0,0,,RPOOMLKMLHKFFCQ78EA
·s´ä¶m,¤g¦a,¤¤¬v¤l¬q¤¤¬v¤p¬q481~510¦a¸¹,2940.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4700000,1599,,0.0,0,,RPPNMLLKMHKFFCQ68DA
¤¤®H¶m,¤g¦a,¸q¤¯¬q361~390¦a¸¹,3477.32,¹A,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3500000,1007,,0.0,0,,RPVNMLKMLHKFFDQ76DA
¤¤®H¶m,¤g¦a,³»®H¬q151~180¦a¸¹,3023.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2850000,943,,0.0,0,,RPTNMLLJMHKFFDQ09DA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m¤¤®H¶m©M¬ü§ø¤¤¤s·s?361~390¸¹,132.04,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700114,122.16,4,1,2,¦³,µL,3600000,29470,,0.0,0,,RPRNMLQLLHKFFDQ86DA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mªF´ò§øªF¶Õ´ò1~30¸¹,100.09,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a5«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040116,149.96,4,2,3,¦³,µL,4870000,32475,,0.0,0,,RPSPMLRJMHKFFCQ96CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø°ñ¨¤1~30¸¹,22.74,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,11,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830808,126.81,3,2,2,¦³,¦³,2000000,15772,©Y¹D¾÷±ñ,0.0,0,,RPQOMLTJMHKFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mªF´ò§øªF¶Õ´ò1~30¸¹,94.96,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a4«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040116,148.53,4,2,3,¦³,µL,5000000,33663,,0.0,0,,RPUPMLRJMHKFFCQ17CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤U¼d§øÂF·Ë¼d181~210¸¹,180.71,¦í,,,10403,¤g¦a7«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0951205,285.21,4,2,4,¦³,µL,8500000,29803,,0.0,0,,RPVNMLQLLHKFFDQ17CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mÂí¥_§ø¦`·¾áY1~30¸¹,10.06,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840815,21.08,1,0,1,¦³,µL,500000,23719,,0.0,0,,RPUNMLKMLHKFFCQ09CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m®c«e§ø¹Å¥Á¸ô271~300¸¹,90.22,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040120,189.05,4,2,4,¦³,µL,8800000,46549,,0.0,0,,RPVNMLKMLHKFFCQ56CA
¤jªLÂí,¤g¦a,ªFªL¬q781~810¦a¸¹,47.13,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1140000,24188,,0.0,0,,RPTNMLRLLHKFFCQ96CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¦NªL¨½6¾F¤¤¤s¸ô1«Ñ31~60¸¹,85.64,¦í,,,10403,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¨£¨Ï¥Î°õ·Ó,0811030,153.94,3,1,3,¦³,µL,4800000,31181,,0.0,0,,RPSNMLLMLHKFFCQ98CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¦µªF¤@µó1~30¸¹,18.81,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030625,49.89,1,1,1,¦³,µL,2100000,42093,,0.0,0,,RPTNMLLJMHKFFBQ78CA
¦µ¤l¥«,¤g¦a,¹Å¦µ¬q181~210¦a¸¹,222.07,¦í,,,10311,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7950000,35800,,0.0,0,,RPPOMLMJMHKFFBQ58CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«§d¦Ë¤l¸}61~90¸¹,533.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,1,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0630115,85.92,0,0,0,µL,µL,3100000,36080,,0.0,0,,RPPNMLNKMHKFFBQ68CA
¸q¦Ë¶m,¤g¦a,·Ë¬w¬q¤W·Ë¤p¬q61~90¦a¸¹,252.29,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,457860,1815,,0.0,0,,RPTNMLOKMHKFFBQ56CA
¸q¦Ë¶m,¤g¦a,¦w·Ë¼d¬q¥­·Ë¤p¬q721~750¦a¸¹,1198.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,501,,0.0,0,,RPPNMLRLLHKFFBQ09CA
ªF¥Û¶m,¤g¦a,¹L·¾¬q¹L·¾¤p¬q421~450¦a¸¹,3155.88,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,650000,206,,0.0,0,¨ü¶ÅÅv¶Å°È¼vÅT©èÀv¤§¥æ©ö¡C,RPOOMLKMLHKFFBQ48CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤å¶©§ø7¾FÀn¥À?61~90¸¹,91.41,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940824,156.98,4,2,3,¦³,µL,3800000,24207,,0.0,0,,RPUNMLRLLHKFFCQ07CA
¥Á¶¯¶m,¤g¦a,±[¤l³»¬q661~690¦a¸¹,2595.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2854500,1100,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLMJMHKFFCQ88CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí©ú©M¨½11¾F¥Ì½©±[¸ô224«Ñ31~60¸¹,134.48,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830916,219.5,5,2,3,¦³,µL,4000000,18223,,0.0,0,,RPTNMLMJMHKFFCQ98CA
¤jªLÂí,¤g¦a,·s¤j®H¬ü¬q2491~2520¦a¸¹,347.07,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2223500,6406,,0.0,0,,RPSNMLRLLHKFFCQ86CA
³À¯ó¶m,¤g¦a,®üÂ×¬q®üÂ×¤p¬q1~30¦a¸¹,1710.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2137500,1250,,0.0,0,,RPWNMLQLLHKFFDQ27CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤T¿³§ø7¾F¤T¿³¸ô151~180¸¹,104.58,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950814,228.34,8,1,8,¦³,µL,8000000,35035,,0.0,0,,RPPNMLKLMHKFFCQ58CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m«n©M§ø«n¹t1~30¸¹,93.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860425,160.25,4,2,3,¦³,µL,2950000,18409,,0.0,0,,RPQOMLRLLHKFFDQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø·s¥¿¤»µó1~30¸¹,78.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910114,125.47,4,2,3,¦³,µL,3070000,24468,,0.0,0,,RPPNMLRJMHKFFCQ09CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mªí¸¹,417.22,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960313,1071.05,51,1,52,¦³,µL,38000000,35479,,0.0,0,,RPPOMLPKMHKFFCQ09CA
¤¤®H¶m,¤g¦a,¤T¼h±T¬q1~30¦a¸¹,4041.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10401,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1250000,309,,0.0,0,,RPUNMLRLLHKFFDQ27DA
¤Ó«O¥«,¤g¦a,¹Å·s¬q901~930¦a¸¹,107.6,¦í,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,7435,,0.0,0,,RPOOMLRLLHKFFDQ76DA
¤jªLÂí,¤g¦a,¤¤§|¬q361~390¦a¸¹,6746.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,371,,0.0,0,,RPSNMLNKMHKFFCQ56DA
¤»¸}¶m,¤g¦a,¤»¸}¬q¤»¹Å¤p¬q241~270¦a¸¹,6348.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20631000,3250,,0.0,0,,RPSNMLRLLHKFFBQ86DA
¤»¸}¶m,¤g¦a,¤»¸}¬q¤»¹Å¤p¬q241~270¦a¸¹,3518.23,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11434248,3250,,0.0,0,,RPTNMLRLLHKFFBQ96DA
¦Ë±T¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦Ë±T¶mÆW¾ô§øÆW¾ô325«Ñ1§Ë1~30¸¹,129.39,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030604,186.1,4,2,4,¦³,µL,6200000,33315,,0.0,0,,RPRNMLLMLHKFFEQ09CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m«n©M§ø«á¼d61~90¸¹,77.1,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871124,124.21,4,2,3,¦³,µL,2000000,16102,,0.0,0,,RPPNMLRJMHKFFDQ56CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¬h¶m§ø¬h¤lªL151~180¸¹,31.43,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860524,110.32,3,2,1,¦³,¦³,1260000,11421,,0.0,0,,RPXNMLOKMHKFFDQ17CA
¥Á¶¯¶m,¤g¦a,¤j±T¸}¬q211~240¦a¸¹,648.81,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,3083,,0.0,0,,RPWNMLLJMHKFFCQ76EA
¤¤®H¶m,¤g¦a,íB¥JªL¬q721~750¦a¸¹,2855.16,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2800000,981,,0.0,0,,RPQNMLKKMHKFFDQ78DA
¤Ó«O¥«,¤g¦a,¥_·s¬q1~30¦a¸¹,188.87,¹A,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,150000,794,,0.0,0,,RPPNMLOLMHKFFDQ56DA
¥Á¶¯¶m,¤g¦a,¤j±T¬q2071~2100¦a¸¹,882.71,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1335000,1512,,0.0,0,,RPQNMLKMLHKFFCQ88EA
·Ë¤f¶m,¤g¦a,³»©W¬q¤U©W¤p¬q391~420¦a¸¹,1830.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1738500,950,,0.0,0,,RPVNMLLMLHKFFCQ86EA
·Ë¤f¶m,¤g¦a,³»©W¬q¤U©W¤p¬q331~360¦a¸¹,1195.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1135250,950,,0.0,0,,RPXNMLLMLHKFFCQ07EA
·Ë¤f¶m,¤g¦a,³»©W¬q¤U©W¤p¬q511~540¦a¸¹,2579.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2450050,950,,0.0,0,,RPOOMLLMLHKFFCQ88EA
·Ë¤f¶m,¤g¦a,³»©W¬q¤U©W¤p¬q451~480¦a¸¹,3461.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3287950,950,,0.0,0,,RPPOMLLMLHKFFCQ98EA
·Ë¤f¶m,¤g¦a,¤W±[¬q§®±[¤p¬q1~30¦a¸¹,1329.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1196100,900,,0.0,0,²½ªÁ¤½·~¸Ñ´²,RPQOMLLMLHKFFCQ09EA
¸q¦Ë¶m,¤g¦a,©¤¸}¬q841~870¦a¸¹,25.88,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,180000,6955,,0.0,0,¦V°ê¦³°]²£¸p©ÓÁÊ,RPRNMLRJMHKFFBQ76EA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¥Á¥Í§ø¦¨¥\µó10«Ñ1~30¸¹,73.21,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0690401,90.1,3,2,2,¦³,µL,3500000,38846,,0.0,0,,RPQNMLRJMHKFFDQ66CA
